cpt_1,proc_type,procedure_group,Description
G0417,Temp Codes (Professional),372-Surgical pathology,NA
G0460,Temp Codes (Professional),372-Surgical pathology,"Autologous platelet rich plasma for nondiabetic chronic wounds/ulcers, including phlebotomy, centrifugation, and all other preparatory procedures, administration and dressings, per treatment"
G0462,Temp Codes (Professional),372-Surgical pathology,NA
0016U,Proprietary Lab Code,378-Molecular pathology,"Oncology (hematolymphoid neoplasia), RNA, BCR/ABL1 major and minor breakpoint fusion transcripts, quantitative PCR amplification, blood or bone marrow, report of fusion not detected or detected with quantitation"
0017M,Multianalyte Assay,378-Molecular pathology,"Oncology (diffuse large B-cell lymphoma [DLBCL]), mRNA, gene expression profiling by fluorescent probe hybridization of 20 genes, formalin-fixed paraffin-embedded tissue, algorithm reported as cell of origin"
0023U,Proprietary Lab Code,378-Molecular pathology,"Oncology (acute myelogenous leukemia), DNA, genotyping of internal tandem duplication, p.D835, p.I836, using mononuclear cells, reported as detection or non-detection of FLT3 mutation and indication for or against the use of midostaurin"
0076U,Proprietary Lab Code,378-Molecular pathology,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, 3' gene duplication/multiplication) (List separately in addition to code for primary procedure)"
0084U,Proprietary Lab Code,378-Molecular pathology,"Red blood cell antigen typing, DNA, genotyping of 10 blood groups with phenotype prediction of 37 red blood cell antigens"
0088U,Proprietary Lab Code,378-Molecular pathology,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection"
0090U,Proprietary Lab Code,378-Molecular pathology,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded (FFPE) tissue, algorithm reported as a categorical result (ie, benign, intermediate, malignant)"
0101U,Proprietary Lab Code,378-Molecular pathology,"Hereditary colon cancer disorders (eg, Lynch syndrome, PTEN hamartoma syndrome, Cowden syndrome, familial adenomatosis polyposis), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with mRNA analytics to resolve variants of unknown significance when indicated (15 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])"
0179U,Proprietary Lab Code,378-Molecular pathology,"Oncology (non-small cell lung cancer), cell-free DNA, targeted sequence analysis of 23 genes (single nucleotide variations, insertions and deletions, fusions without prior knowledge of partner/breakpoint, copy number variations), with report of significant mutation(s)"
0199U,Proprietary Lab Code,378-Molecular pathology,"Red cell antigen (Scianna blood group) genotyping (SC), gene analysis, ERMAP (erythroblast membrane associated protein [Scianna blood group]) exons 4, 12"
0209U,Proprietary Lab Code,378-Molecular pathology,"Cytogenomic constitutional (genome-wide) analysis, interrogation of genomic regions for copy number, structural changes and areas of homozygosity for chromosomal abnormalities"
0214U,Proprietary Lab Code,378-Molecular pathology,"Rare diseases (constitutional/heritable disorders), whole exome and mitochondrial DNA sequence analysis, including small sequence changes, deletions, duplications, short tandem repeat gene expansions, and variants in non-uniquely mappable regions, blood or saliva, identification and categorization of genetic variants, proband"
0215U,Proprietary Lab Code,378-Molecular pathology,"Rare diseases (constitutional/heritable disorders), whole exome and mitochondrial DNA sequence analysis, including small sequence changes, deletions, duplications, short tandem repeat gene expansions, and variants in non-uniquely mappable regions, blood or saliva, identification and categorization of genetic variants, each comparator exome (eg, parent, sibling)"
0216U,Proprietary Lab Code,378-Molecular pathology,"Neurology (inherited ataxias), genomic DNA sequence analysis of 12 common genes including small sequence changes, deletions, duplications, short tandem repeat gene expansions, and variants in non-uniquely mappable regions, blood or saliva, identification and categorization of genetic variants"
0229U,Proprietary Lab Code,378-Molecular pathology,"BCAT1 (Branched chain amino acid transaminase 1) and IKZF1 (IKAROS family zinc finger 1) (eg, colorectal cancer) promoter methylation analysis"
0239U,Proprietary Lab Code,378-Molecular pathology,"Targeted genomic sequence analysis panel, solid organ neoplasm, cell-free DNA, analysis of 311 or more genes, interrogation for sequence variants, including substitutions, insertions, deletions, select rearrangements, and copy number variations"
0244U,Proprietary Lab Code,378-Molecular pathology,"Oncology (solid organ), DNA, comprehensive genomic profiling, 257 genes, interrogation for single-nucleotide variants, insertions/deletions, copy number alterations, gene rearrangements, tumor-mutational burden and microsatellite instability, utilizing formalin-fixed paraffin-embedded tumor tissue"
0329U,Proprietary Lab Code,378-Molecular pathology,"Oncology (neoplasia), exome and transcriptome sequence analysis for sequence variants, gene copy number amplifications and deletions, gene rearrangements, microsatellite instability and tumor mutational burden utilizing DNA and RNA from tumor with DNA from normal blood or saliva for subtraction, report of clinically significant mutation(s) with therapy associations"
0172U,Proprietary Lab Code,378-Molecular pathology,"Oncology (solid tumor as indicated by the label), somatic mutation analysis of BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) and analysis of homologous recombination deficiency pathways, DNA, formalin-fixed paraffin-embedded tissue, algorithm quantifying tumor genomic instability score"
0180U,Proprietary Lab Code,378-Molecular pathology,"Red cell antigen (ABO blood group) genotyping (ABO), gene analysis Sanger/chain termination/conventional sequencing, ABO (ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase) gene, including subtyping, 7 exons"
0212U,Proprietary Lab Code,378-Molecular pathology,"Rare diseases (constitutional/heritable disorders), whole genome and mitochondrial DNA sequence analysis, including small sequence changes, deletions, duplications, short tandem repeat gene expansions, and variants in non-uniquely mappable regions, blood or saliva, identification and categorization of genetic variants, proband"
0231U,Proprietary Lab Code,378-Molecular pathology,"CACNA1A (calcium voltage-gated channel subunit alpha 1A) (eg, spinocerebellar ataxia), full gene analysis, including small sequence changes in exonic and intronic regions, deletions, duplications, short tandem repeat (STR) gene expansions, mobile element insertions, and variants in non-uniquely mappable regions"
0242U,Proprietary Lab Code,378-Molecular pathology,"Targeted genomic sequence analysis panel, solid organ neoplasm, cell-free circulating DNA analysis of 55-74 genes, interrogation for sequence variants, gene copy number amplifications, and gene rearrangements"
0278U,Proprietary Lab Code,378-Molecular pathology,"Hematology (genetic thrombosis), genomic sequence analysis of 12 genes, blood, buccal swab, or amniotic fluid"
0282U,Proprietary Lab Code,378-Molecular pathology,"Red blood cell antigen typing, DNA, genotyping of 12 blood group system genes to predict 44 red blood cell antigen phenotypes"
0286U,Proprietary Lab Code,378-Molecular pathology,"CEP72 (centrosomal protein, 72-KDa), NUDT15 (nudix hydrolase 15) and TPMT (thiopurine S-methyltransferase) (eg, drug metabolism) gene analysis, common variants"
0318U,Proprietary Lab Code,378-Molecular pathology,"Pediatrics (congenital epigenetic disorders), whole genome methylation analysis by microarray for 50 or more genes, blood"
0334U,Proprietary Lab Code,378-Molecular pathology,NA
0345U,Proprietary Lab Code,378-Molecular pathology,NA
0233U,Proprietary Lab Code,378-Molecular pathology,"FXN (frataxin) (eg, Friedreich ataxia), gene analysis, including small sequence changes in exonic and intronic regions, deletions, duplications, short tandem repeat (STR) expansions, mobile element insertions, and variants in non-uniquely mappable regions"
0271U,Proprietary Lab Code,378-Molecular pathology,"Hematology (congenital neutropenia), genomic sequence analysis of 23 genes, blood, buccal swab, or amniotic fluid"
0326U,Proprietary Lab Code,378-Molecular pathology,"Targeted genomic sequence analysis panel, solid organ neoplasm, cell-free circulating DNA analysis of 83 or more genes, interrogation for sequence variants, gene copy number amplifications, gene rearrangements, microsatellite instability and tumor mutational burden"
0349U,Proprietary Lab Code,378-Molecular pathology,NA
0173U,Proprietary Lab Code,378-Molecular pathology,"Psychiatry (ie, depression, anxiety), genomic analysis panel, includes variant analysis of 14 genes"
0174U,Proprietary Lab Code,378-Molecular pathology,"Oncology (solid tumor), mass spectrometric 30 protein targets, formalin-fixed paraffin-embedded tissue, prognostic and predictive algorithm reported as likely, unlikely, or uncertain benefit of 39 chemotherapy and targeted therapeutic oncology agents"
0213U,Proprietary Lab Code,378-Molecular pathology,"Rare diseases (constitutional/heritable disorders), whole genome and mitochondrial DNA sequence analysis, including small sequence changes, deletions, duplications, short tandem repeat gene expansions, and variants in non-uniquely mappable regions, blood or saliva, identification and categorization of genetic variants, each comparator genome (eg, parent, sibling)"
0217U,Proprietary Lab Code,378-Molecular pathology,"Neurology (inherited ataxias), genomic DNA sequence analysis of 51 genes including small sequence changes, deletions, duplications, short tandem repeat gene expansions, and variants in non-uniquely mappable regions, blood or saliva, identification and categorization of genetic variants"
